uk,slug
панорама: ткаля островів «мандрівний атол»,isleweaver_drift_atoll_scene
панорама: землі вченого,scholars_landing_scene
панорама: тронна зала дувірі,duviri_throne_room_scene
панорама: сцена на майдані сонцестояння,solstice_square_stage_scene
панорама: в’язниця куллерво,kullervos_hold_scene
праймований відстріл шепоту,primed_expel_the_murmur
праймована зачистка шепоту,primed_cleanse_the_murmur
калібан-прайм (комплект),caliban_prime_set
калібан-прайм (кресленик),caliban_prime_blueprint
калібан-прайм: нейроптика (кресленик),caliban_prime_neuroptics_blueprint
калібан-прайм: каркас (кресленик),caliban_prime_chassis_blueprint
калібан-прайм: системи (кресленик),caliban_prime_systems_blueprint
вадар’я-прайм (комплект),vadarya_prime_set
вадар’я-прайм (кресленик),vadarya_prime_blueprint
вадар’я-прайм: ствол,vadarya_prime_barrel
вадар’я-прайм: ствольна коробка,vadarya_prime_receiver
вадар’я-прайм: ложе,vadarya_prime_stock
венато-прайм (комплект),venato_prime_set
венато-прайм (кресленик),venato_prime_blueprint
венато-прайм: клинок,venato_prime_blade
венато-прайм: руків’я,venato_prime_handle
реліквія аксі y2,axi_o7_relic
реліквія аксі c10,axi_c10_relic
реліквія аксі v13,axi_v13_relic
реліквія аксі s18,axi_s18_relic
реліквія нео a15,neo_a15_relic
реліквія мезо g9,meso_g9_relic
реліквія мезо v12,meso_v12_relic
реліквія мезо v11,meso_v11_relic
реліквія мезо l3,meso_l3_relic
реліквія літ k12,lith_k12_relic
реліквія літ a10,lith_a10_relic
реліквія літ e2,lith_e2_relic
реліквія літ o4,lith_o4_relic
реліквія літ n17,lith_n17_relic
реліквія літ c13,lith_c13_relic
відбиток: гельмінтовий гінчак,helminth_charger_imprint
праймована погибель шепоту,primed_bane_of_the_murmur
тривке перетворення,lingering_transmutation
розлом міжчасся,untime_rift
смертоносність тарроса,tharros_lethality
обернутий обертовий момент,reverse_rotorswell
аятана-скульптура «каттрака»,ayatan_chattraka_sculpture
панорама: передові бази глибкопалень,deepmines_forward_base_scene
панорама: глибкопальні,deepmines_scene
панорама: печери глибкопалень,deepmines_caves_scene
панорама: лабораторії глибкопалень,deepmines_lab_scene
панорама: переробний завод глибкопалень,deepmines_nutrient_plant_scene
панорама: п’ять доль,five_fates_scene
панорама: учитель у доджьо,the_teacher_dojo_scene
панорама: учитель на землі,the_teacher_earth_scene
панорама: учитель біля реактора,the_teacher_reactor_scene
панорама: учитель на кораблі,the_teacher_ship_scene
особливий кінець,peculiar_end
жахітливий постріл,dreadful_killshot
реліквія аксі s19,axi_s19_relic
реліквія аксі w4,axi_w4_relic
реліквія нео h4,neo_h4_relic
реліквія мезо g10,meso_g10_relic
реліквія літ f3,lith_f3_relic
реліквія літ l6,lith_l6_relic
бадьорість некрофага,necrophagic_vigor
джайра-прайм (комплект),gyre_prime_set
джайра-прайм (кресленик),gyre_prime_blueprint
джайра-прайм: нейроптика (кресленик),gyre_prime_neuroptics_blueprint
джайра-прайм: каркас (кресленик),gyre_prime_chassis_blueprint
джайра-прайм: системи (кресленик),gyre_prime_systems_blueprint
альтернокс-прайм (комплект),alternox_prime_set
альтернокс-прайм (кресленик),alternox_prime_blueprint
альтернокс-прайм: ствол,alternox_prime_barrel
альтернокс-прайм: ствольна коробка,alternox_prime_receiver
альтернокс-прайм: ложе,alternox_prime_stock
боривітер-прайм (комплект),kestrel_prime_set
боривітер-прайм (кресленик),kestrel_prime_blueprint
боривітер-прайм: руків’я,kestrel_prime_grip
боривітер-прайм: клинок,kestrel_prime_blade
реліквія аксі t13,axi_t13_relic
реліквія аксі a20,axi_a20_relic
реліквія нео t10,neo_t10_relic
реліквія нео o3,neo_o3_relic
реліквія нео c7,neo_c7_relic
реліквія нео p9,neo_p9_relic
реліквія нео k9,neo_k9_relic
реліквія мезо x1,meso_x1_relic
реліквія мезо a9,meso_a9_relic
реліквія мезо y1,meso_y1_relic
реліквія мезо v14,meso_v14_relic
реліквія мезо p17,meso_p17_relic
реліквія мезо v13,meso_v13_relic
реліквія літ g14,lith_g14_relic
реліквія літ n18,lith_n18_relic
реліквія літ d7,lith_d7_relic
містична наполегливість,arcane_persistence
містична експертиза,arcane_expertise
містичний обхід,arcane_circumvent
основний вал,primary_bulwark
основний надзаряд,primary_overcharge
допоміжне опромінення,secondary_irradiate
основна неприємність,primary_debilitate
містична концентрація,arcane_concentration
рукопашне притягування,melee_careen
невблаганне вістря,harrowing_spire
реліквія літ l7,lith_l7_relic
арена забуття роута,roathes_oblivion_arena
панорама: кімната ліона,lyons_room_scene
панорама: кімната марі,maries_room_scene
панорама: la cathédrale,la_cathédrale_scene
панорама: спостережня боро,boro_overlook_scene
панорама: гармата «маквос»,makvos_cannon_scene
панорама: засіювач світів,world_seeder_scene
панорама: породження періти,trauma_manifestation_arena
панорама: форт теннадіс,fort_tennadis_scene
убрі-канеф,ubri_kaneph
сей-таф,sey_taph
лашта-вак,lashta_vak
емпазу-шол,empazu_shol
метем-ерун,metem_erun
да-рен,da_ren
улашта-шол,ulashta_shol
сіл-табол,sil_tabol
евір-ті,evir_ti
яр дал,yar_dal
метем-гак,metem_hakh
каал-зіді,kaal_zidi
вікла-сафор,vikla_safor
талсек-ан,talsek_an
есті вел-ікха,esti_vel_ikha
гок-каал,hok_kaal
омн-еві,omn_evi
лоран-таш,lorun_tash
