ru,slug
реликвия лит q2,lith_q2_relic
реликвия лит y1,lith_y1_relic
реликвия лит z4,lith_z4_relic
реликвия мезо k7,meso_k7_relic
реликвия мезо p16,meso_p16_relic
реликвия нео a14,neo_a14_relic
реликвия нео d10,neo_d10_relic
реликвия нео g9,neo_g9_relic
реликвия акси n13,axi_n13_relic
реликвия акси v12,axi_v12_relic
реликвия акси y1,axi_y1_relic
ярели прайм: комплект,yareli_prime_set
ярели прайм (чертеж),yareli_prime_blueprint
ярели прайм: нейрооптика (чертеж),yareli_prime_neuroptics_blueprint
ярели прайм: каркас (чертеж),yareli_prime_chassis_blueprint
ярели прайм: система (чертеж),yareli_prime_systems_blueprint
дайкю прайм: комплект,daikyu_prime_set
дайкю прайм (чертеж),daikyu_prime_blueprint
дайкю прайм: нижнее плечо,daikyu_prime_lower_limb
дайкю прайм: верхнее плечо,daikyu_prime_upper_limb
дайкю прайм: рукоять,daikyu_prime_grip
дайкю прайм: тетива,daikyu_prime_string
компресса прайм: комплект,kompressa_prime_set
компресса прайм (чертеж),kompressa_prime_blueprint
компресса прайм: ствол,kompressa_prime_barrel
компресса прайм: приёмник,kompressa_prime_reciever
реликвия акси c9,axi_c9_relic
сцена: подземелье хёльвании,höllvanian_collapsed_underground_scene
сцена: игровая площадка лаво,lavos_playplace_scene
сцена в метрополитене хёльвании,höllvanian_subway_junction_scene
реликвия лит t13,lith_t13_relic
реликвия лит a9,lith_a9_relic
реликвия мезо r6,meso_r6_relic
реликвия нео p8,neo_p8_relic
реликвия акси b9,axi_b9_relic
реликвия мезо t8,meso_t8_relic
реликвия лит m10,lith_m10_relic
болевые точки,pain_points
спонтанная сингулярность,spontaneous_singularity
нестабильная компенсация,volatile_recompense
призматический компаньон,prismatic_companion
смертоносный миномёт,razor_mortar
приговор джейд,jades_judgment
крушитель прайм: шёпот,primed_smite_the_murmur
сцена: арена октопеда,octopede_arena_scene
сцена: плетельщица островов — облачный островок,isleweaver_cloud_islet_scene
сцена: плетельщица островов — дрейфовый атолл,isleweaver_drift_atoll_scene
сцена: лагерь учёного,scholars_landing_scene
сцена: тронный зал дувири,duviri_throne_room_scene
сцена: сцена на площади солнцестояния,solstice_square_stage_scene
сцена: темница куллерво,kullervos_hold_scene
изгнание прайм: шёпот,primed_expel_the_murmur
зачистка прайм: шёпот,primed_cleanse_the_murmur
калибан прайм: комплект,caliban_prime_set
калибан прайм (чертеж),caliban_prime_blueprint
калибан прайм: нейрооптика (чертеж),caliban_prime_neuroptics_blueprint
калибан прайм: каркас (чертеж),caliban_prime_chassis_blueprint
калибан прайм: система (чертеж),caliban_prime_systems_blueprint
вадария прайм: комплект,vadarya_prime_set
вадария прайм (чертеж),vadarya_prime_blueprint
вадария прайм: ствол,vadarya_prime_barrel
вадария прайм: приёмник,vadarya_prime_receiver
вадария прайм: приклад,vadarya_prime_stock
венато прайм: комплект,venato_prime_set
венато прайм (чертеж),venato_prime_blueprint
венато прайм: лезвие,venato_prime_blade
венато прайм: рукоять,venato_prime_handle
реликвия акси y2,axi_o7_relic
реликвия акси c10,axi_c10_relic
реликвия акси v13,axi_v13_relic
реликвия акси s18,axi_s18_relic
реликвия нео a15,neo_a15_relic
реликвия мезо g9,meso_g9_relic
реликвия мезо v12,meso_v12_relic
реликвия мезо v11,meso_v11_relic
реликвия мезо l3,meso_l3_relic
реликвия лит k12,lith_k12_relic
реликвия лит a10,lith_a10_relic
реликвия лит e2,lith_e2_relic
реликвия лит o4,lith_o4_relic
реликвия лит n17,lith_n17_relic
реликвия лит c13,lith_c13_relic
гельминтов инфестоид: отпечаток,helminth_charger_imprint
погибель прайм: шёпот,primed_bane_of_the_murmur
затяжная трансмутация,lingering_transmutation
вневременной разлом,untime_rift
смертоносность тарроса,tharros_lethality
реверс роторного выброса,reverse_rotorswell
скульптура аятан: чаттрака,ayatan_chattraka_sculpture
сцена: передовая база шахт,deepmines_forward_base_scene
сцена: шахты,deepmines_scene
сцена: шахты,deepmines_caves_scene
сцена: лаборатория шахт,deepmines_lab_scene
сцена: плантация шахт,deepmines_nutrient_plant_scene
сцена: пять судеб,five_fates_scene
сцена: наставник- додзё,the_teacher_dojo_scene
сцена: наставник - земля,the_teacher_earth_scene
сцена: наставник - реактор,the_teacher_reactor_scene
сцена: наставник - корабль,the_teacher_ship_scene
специфичный конец,peculiar_end
зловещий выстрел,dreadful_killshot
реликвия акси с19,axi_s19_relic
реликвия акси w4,axi_w4_relic
реликвия нео h4,neo_h4_relic
реликвия мезо g10,meso_g10_relic
реликвия лит f3,lith_f3_relic
реликвия лит l6,lith_l6_relic
некрофагическая биоэнергия,necrophagic_vigor
джайра прайм: комплект,gyre_prime_set
джайра прайм (чертеж),gyre_prime_blueprint
джайра прайм: нейрооптика (чертеж),gyre_prime_neuroptics_blueprint
джайра прайм: каркас (чертеж),gyre_prime_chassis_blueprint
джайра прайм: система (чертеж),gyre_prime_systems_blueprint
альтернокс прайм: комплект,alternox_prime_set
альтернокс прайм (чертеж),alternox_prime_blueprint
альтернокс прайм: ствол,alternox_prime_barrel
альтернокс прайм: приёмник,alternox_prime_receiver
альтернокс прайм: приклад,alternox_prime_stock
кестрел прайм: комплект,kestrel_prime_set
